temp,tempmax,precip,Conditions,label
64,70,0.0,"Rain , Thunderstorm",Mild
67,78,0.0, ,Mild
71,87,0.0, ,Mild
74,89,0.0, ,Mild
71,86,0.0, ,Mild
73,85,0.0, ,Mild
70,73,0.11,Rain,Wet
77,87,0.0, ,Mild
79,91,0.27,"Rain , Thunderstorm",Wet
76,87,0.33,"Rain , Thunderstorm",Wet
76,84,0.11,"Rain , Thunderstorm",Wet
79,87,0.0, ,Mild
72,81,0.77,"Rain , Thunderstorm",Wet
67,72,0.23,Rain,Wet
74,80,0.26,Rain,Wet
74,82,0.2,"Rain , Thunderstorm",Wet
71,78,0.16,"Rain , Thunderstorm",Wet
69,76,2.25,"Rain , Thunderstorm",Wet
73,83,0.0, ,Mild
77,83,0.0, ,Mild
80,87,0.0, ,Hot
78,85,0.01,Rain,Mild
81,87,0.0, ,Hot
82,86,0.0, ,Hot
79,90,0.52,"Rain , Thunderstorm",Wet
71,77,0.35,"Rain , Thunderstorm",Wet
78,91,0.02,"Fog , Rain , Thunderstorm",Mild
79,88,0.18,"Rain , Thunderstorm",Wet
78,89,0.31,"Rain , Thunderstorm",Wet
75,82,1.07,"Rain , Thunderstorm",Wet
78,87,0.19,Rain,Wet
76,84,0.36,"Rain , Thunderstorm",Wet
75,85,1.61,"Rain , Thunderstorm",Wet
77,86,0.1,Rain,Mild
78,88,0.0, ,Mild
80,90,0.0, ,Hot
81,92,0.0, ,Hot
81,92,0.0, ,Hot
82,92,0.0, ,Hot
80,91,0.0, ,Hot
85,93,0.0, ,Hot
86,94,0.0, ,Hot
85,94,0.0, ,Hot
86,94,0.0, ,Hot
87,96,0.0, ,Hot
86,96,0.0, ,Hot
87,97,0.0, ,Hot
86,96,0.0, ,Hot
86,94,0.0, ,Hot
85,95,0.0, ,Hot
86,96,0.0, ,Hot
86,96,0.0, ,Hot
85,95,0.0, ,Hot
84,93,0.0, ,Hot
83,88,0.02,"Rain , Thunderstorm",Hot
86,95,0.0, ,Hot
86,96,0.0, ,Hot
87,101,0.33,"Rain , Thunderstorm",Wet
84,96,0.0, ,Hot
85,94,0.0, ,Hot
85,96,0.0, ,Hot
87,98,0.0, ,Hot
88,98,0.0, ,Hot
90,99,0.0, ,Hot
89,99,0.0, ,Hot
90,100,0.0, ,Hot
89,99,0.0, ,Hot
90,100,0.0, ,Hot
89,99,0.0, ,Hot
87,97,0.04,"Rain , Thunderstorm",Hot
90,100,0.0, ,Hot
89,100,0.0, ,Hot
91,101,0.0, ,Hot
89,101,0.0, ,Hot
90,101,0.0, ,Hot
88,100,0.0, ,Hot
88,99,0.0, ,Hot
89,99,0.0, ,Hot
89,100,0.0, ,Hot
89,101,0.0, ,Hot
89,101,0.0, ,Hot
89,102,0.0, ,Hot
90,101,0.0, ,Hot
90,101,0.0, ,Hot
89,102,0.76,"Rain , Thunderstorm",Wet
84,93,0.08,"Rain , Thunderstorm",Hot
83,92,1.06,"Fog , Rain , Thunderstorm",Wet
86,97,0.0,Thunderstorm,Hot
85,96,0.0, ,Hot
87,97,0.0, ,Hot
88,98,0.0, ,Hot
87,99,0.0, ,Hot
87,98,0.0, ,Hot
88,99,0.0, ,Hot
88,99,0.0, ,Hot
89,100,0.0, ,Hot
89,100,0.0, ,Hot
89,100,0.0, ,Hot
89,100,0.0, ,Hot
91,102,0.0, ,Hot
92,102,0.0, ,Hot
90,102,0.0, ,Hot
92,105,0.0, ,Hot
87,96,0.1,"Rain , Thunderstorm",Hot
78,84,0.92,"Rain , Thunderstorm",Wet
74,76,2.35,Rain,Wet
77,83,1.79,"Fog , Rain , Thunderstorm",Wet
80,84,0.3,"Rain , Thunderstorm",Wet
81,88,0.17,Rain,Wet
84,93,0.06,Rain,Hot
78,83,0.74,"Rain , Thunderstorm",Wet
78,82,0.11,Rain,Wet
83,91,0.04,Rain,Hot
86,94,0.0, ,Hot
85,93,0.0, ,Hot
84,94,0.04, ,Hot
84,93,0.0, ,Hot
82,92,0.0, ,Hot
83,92,0.16,Rain,Wet
82,91,0.06,Rain,Hot
83,92,0.0, ,Hot
84,94,0.09,Rain,Hot
86,96,0.0, ,Hot
84,92,0.0, ,Hot
83,92,0.0, ,Hot
84,93,0.01,"Rain , Thunderstorm",Hot
84,94,0.0,"Rain , Thunderstorm",Hot
86,95,0.01,"Rain , Thunderstorm",Hot
87,96,0.0, ,Hot
86,95,0.0, ,Hot
86,95,0.0, ,Hot
82,93,0.05,Rain,Hot
81,93,0.0, ,Hot
82,93,0.0, ,Hot
84,94,0.0,Rain,Hot
84,92,0.0,Rain,Hot
83,94,0.0, ,Hot
85,95,0.0, ,Hot
85,96,0.0, ,Hot
87,98,0.0, ,Hot
88,99,0.0, ,Hot
87,99,0.0, ,Hot
86,96,0.0, ,Hot
82,94,0.0, ,Hot
85,93,0.03,Rain,Hot
87,97,0.01,"Rain , Thunderstorm",Hot
79,88,0.76,"Fog , Rain , Thunderstorm",Wet
70,73,1.22,Rain,Wet
74,80,0.0, ,Mild
77,89,0.0, ,Mild
75,86,0.0, ,Mild
72,83,0.0, ,Mild
70,80,0.0, ,Mild
72,85,0.0, ,Mild
75,87,0.0, ,Mild
81,91,0.0, ,Hot
84,92,0.0, ,Hot
84,92,0.0, ,Hot
76,89,0.0,Rain,Mild
74,86,0.0, ,Mild
71,84,0.0, ,Mild
68,84,0.0, ,Mild
71,88,0.0, ,Mild
76,91,0.0, ,Mild
79,89,0.17,Rain,Wet
77,87,0.0,"Fog , Rain",Mild
81,91,0.0, ,Hot
85,94,0.0, ,Hot
84,94,0.0, ,Hot
84,93,0.0, ,Hot
84,92,0.0, ,Hot
74,83,0.0, ,Mild
65,77,0.0, ,Mild
64,80,0.0, ,Mild
70,84,0.0,"Rain , Thunderstorm",Mild
77,86,0.0, ,Mild
77,86,0.0, ,Mild
76,87,0.0, ,Mild
76,88,0.0, ,Mild
74,86,0.0, ,Mild
75,86,0.0, ,Mild
76,87,0.0, ,Mild
73,86,0.0,Fog,Mild
81,91,0.33,"Rain , Thunderstorm",Wet
81,88,0.01,Rain,Hot
74,80,1.07,"Fog , Rain , Thunderstorm",Wet
71,73,0.0, ,Mild
68,72,0.24,Rain,Wet
68,76,0.07,Rain,Mild
66,71,0.08,Rain,Mild
66,69,0.49,"Rain , Thunderstorm",Wet
63,65,0.17,Rain,Wet
64,71,0.0, ,Mild
65,74,0.0,Rain,Mild
67,77,0.0, ,Mild
65,76,0.0, ,Mild
69,82,0.0,Fog,Mild
73,86,0.0, ,Mild
71,86,0.0, ,Mild
70,82,0.0, ,Mild
66,79,0.0,Rain,Mild
52,63,0.0, ,Mild
51,67,0.0, ,Mild
61,77,0.0, ,Mild
69,76,0.49,"Rain , Thunderstorm",Wet
62,73,0.13,Rain,Wet
61,76,0.0, ,Mild
61,66,0.03,Rain,Mild
62,70,0.0, ,Mild
66,76,0.0, ,Mild
65,79,0.0, ,Mild
64,79,0.0, ,Mild
55,67,0.0, ,Mild
53,69,0.0, ,Mild
58,64,0.22,Rain,Wet
51,52,1.29,Rain,Wet
51,53,0.37,Rain,Wet
50,52,0.63,Rain,Wet
51,58,0.0,Fog,Mild
48,56,0.0, ,Mild
44,52,0.0, ,Mild
40,46,0.0, ,Mild
44,52,0.0, ,Mild
59,67,0.02,"Fog , Rain",Mild
57,67,0.0, ,Mild
64,77,0.0, ,Mild
50,57,0.0, ,Mild
50,54,0.0, ,Mild
59,67,0.0, ,Mild
55,76,0.0, ,Mild
32,37,0.0, ,Mild
34,45,0.0, ,Mild
47,59,0.0, ,Mild
57,71,0.0, ,Mild
59,68,0.0, ,Mild
60,68,0.01,"Fog , Rain",Mild
72,78,0.0, ,Mild
74,80,0.0, ,Mild
77,84,0.0,Rain,Mild
69,76,0.0, ,Mild
73,83,0.0, ,Mild
60,70,0.0, ,Mild
52,55,0.0, ,Mild
64,77,0.0,Rain,Mild
63,73,0.0,Fog,Mild
64,73,0.4,"Rain , Thunderstorm",Wet
60,75,0.0, ,Mild
42,48,0.0, ,Mild
49,62,0.0, ,Mild
29,34,0.0, ,Mild
32,44,0.0, ,Mild
37,53,0.0, ,Mild
57,71,0.0, ,Mild
69,79,0.0, ,Mild
70,80,0.0, ,Mild
74,81,0.0, ,Mild
67,78,0.65,"Fog , Rain",Wet
52,56,0.07,Rain,Mild
62,73,0.61,"Rain , Thunderstorm",Wet
64,70,0.3,"Rain , Thunderstorm",Wet
54,59,1.57,"Fog , Rain , Thunderstorm",Wet
52,56,0.51,"Rain , Thunderstorm",Wet
62,71,0.0,Rain,Mild
62,76,0.0, ,Mild
65,81,0.02,Fog,Mild
62,70,0.0, ,Mild
61,76,0.0, ,Mild
67,84,0.0, ,Mild
59,69,0.0, ,Mild
50,59,0.0, ,Mild
48,58,0.0, ,Mild
50,61,0.0,Rain,Mild
55,70,0.0, ,Mild
63,79,0.0, ,Mild
61,78,0.0, ,Mild
67,82,0.0, ,Mild
55,64,0.0, ,Mild
49,53,0.0, ,Mild
49,51,0.02,Rain,Mild
62,72,0.0,Fog,Mild
73,78,0.0,Rain,Mild
71,86,0.0, ,Mild
69,87,0.0, ,Mild
56,68,0.0, ,Mild
65,79,0.0, ,Mild
76,86,0.0, ,Mild
73,79,0.0, ,Mild
71,78,0.0, ,Mild
57,67,0.86,"Rain , Thunderstorm",Wet
54,65,0.0, ,Mild
55,70,0.0, ,Mild
64,77,0.0, ,Mild
74,86,0.0, ,Mild
71,81,0.09,"Rain , Thunderstorm",Mild
64,70,1.12,"Rain , Thunderstorm",Wet
67,82,0.0, ,Mild
69,87,0.0, ,Mild
73,90,0.0, ,Mild
67,80,0.0, ,Mild
54,63,0.0, ,Mild
57,72,0.0, ,Mild
74,82,0.0, ,Mild
75,80,0.0, ,Mild
64,73,0.0, ,Mild
58,66,0.0, ,Mild
56,71,0.0, ,Mild
57,59,0.66,Rain,Wet
66,75,0.27,Rain,Wet
76,84,0.0,Rain,Mild
69,77,0.0, ,Mild
68,76,0.0, ,Mild
74,80,0.0,"Rain , Thunderstorm",Mild
73,83,0.0, ,Mild
64,66,0.73,Rain,Wet
55,62,0.01,Rain,Mild
58,70,0.01,Rain,Mild
57,73,0.0, ,Mild
62,75,0.0, ,Mild
69,79,0.02, ,Mild
74,83,0.0, ,Mild
75,84,0.0, ,Mild
75,85,0.0, ,Mild
75,85,0.0, ,Mild
74,85,0.0, ,Mild
76,83,0.0, ,Mild
75,85,0.0, ,Mild
72,83,0.05,Rain,Mild
69,84,0.0, ,Mild
75,86,0.0, ,Mild
78,86,0.0, ,Mild
78,86,0.0, ,Mild
72,84,0.73,"Rain , Thunderstorm",Wet
68,82,0.0, ,Mild
71,86,0.0, ,Mild
71,76,0.0, ,Mild
67,77,0.71,"Rain , Thunderstorm",Wet
70,90,0.0, ,Mild
75,89,0.0, ,Mild
64,75,0.0, ,Mild
64,79,0.0, ,Mild
67,81,0.0, ,Mild
69,82,0.0, ,Mild
74,81,0.0, ,Mild
76,80,0.1,Rain,Mild
67,72,0.34,"Rain , Thunderstorm",Wet
70,78,0.0, ,Mild
75,82,0.0,Rain,Mild
75,84,0.0, ,Mild
76,84,0.0, ,Mild
77,84,0.0, ,Mild
72,80,0.0,"Rain , Thunderstorm",Mild
72,82,0.0, ,Mild
77,85,0.0,Rain,Mild
79,88,0.0, ,Mild
80,89,0.0, ,Hot
65,73,0.01,Rain,Mild
64,77,0.0, ,Mild
65,82,0.0, ,Mild
76,90,0.0, ,Mild
77,91,0.0, ,Mild
70,86,0.0, ,Mild
83,95,0.0, ,Hot
79,92,0.01,Thunderstorm,Mild
65,78,0.05,"Rain , Thunderstorm",Mild
71,91,0.0, ,Mild
77,92,0.0, ,Mild
80,95,0.0,Rain,Hot
70,79,0.0, ,Mild
71,86,0.0, ,Mild
73,91,0.0, ,Mild
75,88,0.0, ,Mild
74,84,0.0, ,Mild
71,76,0.04,"Rain , Thunderstorm",Mild
77,83,0.0, ,Mild
80,88,0.22,"Rain , Thunderstorm",Wet
76,88,0.0,Thunderstorm,Mild
74,89,0.0, ,Mild
78,93,0.0, ,Mild
80,92,0.0, ,Hot
78,86,0.0, ,Mild
80,90,0.12,Rain,Wet
84,94,0.0, ,Hot
85,95,0.0, ,Hot
75,84,1.22,"Rain , Thunderstorm",Wet
70,78,0.67,"Rain , Thunderstorm",Wet
69,77,0.02,Rain,Mild
72,86,0.07,"Rain , Thunderstorm",Mild
72,87,0.0, ,Mild
78,94,0.0, ,Mild
84,92,0.0, ,Hot
87,97,0.01,Rain,Hot
80,94,0.47,"Rain , Thunderstorm",Wet
78,88,0.0, ,Mild
78,88,0.0, ,Mild
77,85,0.02,Rain,Mild
78,89,0.0, ,Mild
83,92,0.0, ,Hot
82,92,0.24,"Rain , Thunderstorm",Wet
80,91,0.17,"Rain , Thunderstorm",Wet
78,90,1.39,"Fog , Rain , Thunderstorm",Wet
81,92,0.0, ,Hot
83,95,0.0, ,Hot
83,93,0.0, ,Hot
82,90,0.0, ,Hot
82,93,0.0, ,Hot
83,93,0.0, ,Hot
85,94,0.0,Rain,Hot
87,98,0.0, ,Hot
87,96,0.0, ,Hot
88,99,0.0, ,Hot
88,98,0.0, ,Hot
89,101,0.0, ,Hot
89,100,0.0, ,Hot
84,92,0.01,"Rain , Thunderstorm",Hot
87,98,0.0, ,Hot
86,97,0.0, ,Hot
88,99,0.0, ,Hot
91,104,0.0, ,Hot
79,85,0.14,Rain,Wet
83,90,0.02,Rain,Hot
82,91,1.07,"Rain , Thunderstorm",Wet
81,91,0.01,Rain,Hot
82,92,0.0, ,Hot
87,99,0.0, ,Hot
89,98,0.0, ,Hot
89,98,0.0, ,Hot
89,100,0.0, ,Hot
88,99,0.0, ,Hot
90,101,0.0, ,Hot
89,99,0.0, ,Hot
89,100,0.0,Thunderstorm,Hot
87,99,0.02,"Rain , Thunderstorm",Hot
88,100,0.0,Thunderstorm,Hot
89,101,0.0, ,Hot
88,100,0.0, ,Hot
89,101,0.0, ,Hot
89,101,0.0, ,Hot
90,102,0.0, ,Hot
89,101,0.0, ,Hot
87,103,0.16,"Rain , Thunderstorm",Wet
84,99,0.0, ,Hot
88,98,0.0,"Rain , Thunderstorm",Hot
88,100,0.0, ,Hot
89,101,0.0, ,Hot
90,103,0.0, ,Hot
91,104,0.0, ,Hot
90,103,0.0, ,Hot
90,103,0.04,"Rain , Thunderstorm",Hot
89,102,0.01,"Rain , Thunderstorm",Hot
91,103,0.0, ,Hot
91,103,0.0, ,Hot
89,103,0.0, ,Hot
91,105,0.0, ,Hot
92,107,0.0, ,Hot
93,106,0.0, ,Hot
88,99,0.0, ,Hot
